,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
53,2.317731761932373,0.008826034578418773,0.045264482498168945,0.0003988661169526199,10,4,10,300,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",-3441781.9438954513,-5318334.1998066865,-3602638.393366854,-3856354.6863859165,-4123021.8168871803,-4068426.208068418,666313.1877379513,100
54,1.4384544849395753,0.0056102087757689675,0.030754470825195314,0.00027699755767152074,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-3298675.742538607,-5307626.132889643,-3540172.4239891567,-3824967.1124161477,-4079651.3644246943,-4010218.5552516496,699948.8516189175,64
55,2.872339105606079,0.007379540050940308,0.05988645553588867,0.0011018478662687394,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-3164890.3980903057,-5318772.33783287,-3473225.764989153,-3731656.8753673984,-3989956.1752952505,-3935700.3103149952,743706.4315158976,30
56,4.317435216903687,0.012269550706009352,0.08769984245300293,0.0004204388551232447,20,1,2,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-3178237.8532593735,-5244357.687026315,-3503129.101687921,-3726868.387907526,-3959483.937297658,-3922415.3934357585,709470.9777924942,20
57,1.2245646476745606,0.03114337802357467,0.025629806518554687,0.0005247756036028554,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-3244246.3488805955,-5242753.37677987,-3503236.123148058,-3785263.4191375175,-4044045.64719878,-3963908.983028964,693384.8710046539,38
58,2.420932245254517,0.013021871069343228,0.048812580108642575,0.0007317247804890616,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-3154379.0013540373,-5258503.350269434,-3441005.8700544736,-3744701.7208373817,-3933958.6649418054,-3906509.721491427,726252.917612804,6
59,3.642756223678589,0.015428895188217677,0.07204232215881348,0.0005411928779089962,20,1,5,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",-3183265.675938627,-5183496.667258422,-3487780.5774714723,-3735530.7838651044,-3916317.169368603,-3901278.1747804456,686775.7775110194,4
60,1.0432233810424805,0.009933617699693626,0.022387313842773437,0.00023566223436438693,20,1,10,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-3414458.2317053447,-5283794.349221818,-3515789.237758367,-3847588.217497052,-4097671.3703460284,-4031860.281305722,671288.4352033371,70
61,2.0914384841918947,0.011341102091380903,0.04276995658874512,0.0006984198452246514,20,1,10,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-3311299.373418317,-5324832.305303864,-3463206.228635771,-3809221.318889421,-4009504.380103894,-3983612.7212702534,714532.1360292769,53
62,3.122280502319336,0.020302178181750532,0.06275420188903809,0.0007875590872712414,20,1,10,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",-3332337.1760904975,-5240460.713930299,-3505598.707918607,-3817383.3198576835,-3996891.2776012253,-3978534.2390796617,672310.0011763526,50
63,1.1727890968322754,0.007460837711922117,0.026029682159423827,0.0008852314517234944,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-3283784.6235892684,-5143496.2878660085,-3563362.2759311567,-3788899.38315508,-4021930.7462876565,-3960294.6633658344,640056.651731611,34
64,2.3661271572113036,0.027324671019026754,0.049682092666625974,0.0010708089308835188,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-3168209.6509282244,-5287351.52007806,-3487575.3014010363,-3730923.0280066486,-3941585.0447170143,-3923128.9090261967,729108.6467064819,21
65,3.530072736740112,0.02469475599087546,0.0728067398071289,0.00040607091235538733,20,2,2,300,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-3190435.6828323533,-5219068.283980626,-3502628.382163591,-3707761.65387786,-3946353.9927862664,-3913249.5991281397,698506.0308465245,12
66,1.1282366275787354,0.005839342303509404,0.025071382522583008,0.0009001870744815903,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-3287608.8620724096,-5146870.079837544,-3535707.163893968,-3772424.3370259735,-4039982.8634242597,-3956518.661250831,645339.6204685244,33
67,2.2583271503448485,0.009338591689242347,0.04740386009216309,0.0006812192237144581,20,2,5,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-3182373.1205710424,-5237076.27614436,-3480429.672772111,-3744393.4014110644,-3962572.2557870317,-3921368.945337122,707763.5350018708,17
68,3.358823776245117,0.02765906784013638,0.06942572593688964,0.0013109740765768856,20,2,5,300,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",-3209890.8134301915,-5182821.765536452,-3506087.272205995,-3717860.0975229093,-3955993.018787041,-3914530.5934965177,680044.716196025,13
69,0.9933179378509521,0.010812938155725297,0.021625423431396486,0.0003645164369755096,20,2,10,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-3454378.698866426,-5224666.553599835,-3513040.617859319,-3849546.9519230654,-4056744.372473862,-4019675.4389445013,641647.978350501,65
70,1.9905517578125,0.015002549092063298,0.04151158332824707,0.000924055929024593,20,2,10,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-3368248.267558191,-5264854.422218306,-3471720.8037286284,-3800665.639438027,-4000861.2139691934,-3981270.069382469,680591.9111401519,52
71,2.976463031768799,0.02760708819750925,0.06066250801086426,0.0009433981499746933,20,2,10,300,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",-3387056.0108681717,-5186311.924916118,-3496168.923680467,-3795434.6365264906,-3998371.8939079833,-3972668.6779798465,644204.4245923762,44
72,0.9659233093261719,0.009665000293413058,0.021958398818969726,0.0002937783399296568,20,4,2,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-3364415.1756549627,-5362102.649054016,-3587377.140289117,-3897851.127763543,-4131467.811137426,-4068642.7807798134,697668.73809168,101
73,1.92412371635437,0.016303189276179263,0.04071297645568848,0.000807016041051971,20,4,2,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-3320083.561568826,-5343795.737484348,-3563386.9134229887,-3877141.931711567,-4106188.1561403777,-4042119.260065621,703733.5012355204,76
74,2.8768800258636475,0.012256914960489739,0.06020236015319824,0.0010719999382976825,20,4,2,300,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-3349166.4599682386,-5306383.3173390245,-3612591.9661568794,-3862622.449479126,-4091768.8909226465,-4044506.616773183,677893.2923968924,82
75,0.9612488746643066,0.008684276149936167,0.021669292449951173,0.0004894868395468702,20,4,5,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-3364415.1756549627,-5362102.649054016,-3587377.140289117,-3897851.127763543,-4131467.811137426,-4068642.7807798134,697668.73809168,101
76,1.927368974685669,0.014276717835611928,0.040933752059936525,0.0005448082621109402,20,4,5,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-3320083.561568826,-5343795.737484348,-3563386.9134229887,-3877141.931711567,-4106188.1561403777,-4042119.260065621,703733.5012355204,76
77,2.8867901802062987,0.01707071083713822,0.060323047637939456,0.000875610938563769,20,4,5,300,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",-3349166.4599682386,-5306383.3173390245,-3612591.9661568794,-3862622.449479126,-4091768.8909226465,-4044506.616773183,677893.2923968924,82
78,0.9450308322906494,0.012991740250129965,0.021043872833251952,0.000585589202133862,20,4,10,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-3440803.7503817556,-5363842.781715729,-3547990.891265178,-3906723.7998042325,-4126838.136582935,-4077239.871949966,688772.5584726807,105
79,1.8607335567474366,0.012784114754464608,0.039619159698486325,0.000759171276008975,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-3404165.0234827134,-5342876.05858977,-3540507.6121281064,-3878350.6341399774,-4110675.345807295,-4055314.9348295727,690103.9882213227,88
80,2.792369556427002,0.01614584627938476,0.05868263244628906,0.0011635797628160526,20,4,10,300,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",-3421990.633373614,-5306709.019365071,-3589723.1327789957,-3870583.1371380175,-4097947.2855982343,-4057390.641650786,666300.8874942609,94
81,1.4565586566925048,0.010419548766208183,0.03196268081665039,0.0007870029859659866,30,1,2,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-3296346.7381144483,-5355413.645342943,-3488961.9165668753,-3763264.061399549,-4073411.3687870996,-3995479.546042183,728665.2107566729,59
82,2.916270685195923,0.022961821202160664,0.06062126159667969,0.0008293435425064513,30,1,2,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-3124334.0731544592,-5353208.955447866,-3441435.941598091,-3706544.6829114123,-3968458.065017216,-3918796.343625809,769948.0304057292,14
83,4.342503690719605,0.026670658832569534,0.09041528701782227,0.0011585552534208985,30,1,2,300,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-3158303.9702847144,-5291932.451692712,-3467715.521579558,-3685177.829012345,-3935289.624129082,-3907683.8793396824,737774.6991547516,8
84,1.2091015338897706,0.009855359690329683,0.02619771957397461,0.0003567963278854856,30,1,5,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-3277191.6509623,-5224646.466310119,-3494965.017998788,-3777932.9301968347,-4076971.0061659724,-3970341.4143268033,682365.2058377429,41
85,2.4316861152648928,0.021653052765449463,0.049659347534179686,0.0004170277120127024,30,1,5,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-3160437.6352261696,-5222434.335350553,-3435545.554348726,-3735733.3883892833,-3947623.9309347863,-3900354.9688499034,712846.9573846095,3
86,3.6280980110168457,0.021142325991891628,0.07251253128051757,0.0013121659347168446,30,1,5,300,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",-3175429.570605942,-5152156.235438609,-3475407.670247071,-3733227.0359588726,-3924961.2597631197,-3892236.3544027223,678426.2828995236,1
87,1.0481351852416991,0.025556350055306338,0.023070573806762695,0.00037510748971083976,30,1,10,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-3423195.958839627,-5277693.202869135,-3510514.3953636526,-3839199.4863388864,-4100406.27132847,-4030201.8629479543,668756.523944442,69
88,2.091161108016968,0.00897410560814613,0.042923927307128906,0.0009048730960202405,30,1,10,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-3320980.5735380207,-5327781.15709128,-3459752.258178651,-3806864.558715421,-4014944.1701084836,-3986064.543526371,714491.6300905505,57
89,3.1231894969940184,0.02207623038827404,0.06253776550292969,0.0009171997332526289,30,1,10,300,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",-3334530.2744510076,-5245528.917349057,-3503508.2809244883,-3810726.3025078587,-3996576.0200285935,-3978173.9590522014,674410.9492838086,49
90,1.1729901790618897,0.006332655149912868,0.02594761848449707,0.00041972888725603217,30,2,2,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-3294499.978331337,-5165878.70008888,-3553054.937878789,-3765357.3021365395,-4026518.581376839,-3961061.8999624774,648836.3222101821,36
91,2.34993257522583,0.015225714424234026,0.04996323585510254,0.0006363566868942496,30,2,2,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-3167221.150999158,-5313101.330175635,-3479149.8094030037,-3715309.8396479697,-3955534.6563429744,-3926063.3573137484,740909.3270065301,25
92,3.521881628036499,0.024631881274016273,0.07248158454895019,0.0002784676094075094,30,2,2,300,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-3201901.674778529,-5262536.88975189,-3508609.5744172903,-3686575.1157142557,-3956250.022890896,-3923174.6555105723,713170.8681469023,22
93,1.1234070777893066,0.0057446223729452,0.024793338775634766,0.0002772844934259514,30,2,5,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-3257226.8498225925,-5163940.612085753,-3556978.049632291,-3825215.016946544,-4060741.1332910745,-3972820.3323556506,653189.6743676879,45
94,2.2456318855285646,0.017462753008312806,0.04760589599609375,0.0007000544489337263,30,2,5,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-3160493.9716679947,-5257775.408561383,-3480406.642422512,-3744399.8887181263,-3967860.810149932,-3922187.3443039893,720116.2273835212,19
95,3.362108278274536,0.01708377337531859,0.06906213760375976,0.0010767451897811591,30,2,5,300,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",-3183301.353671876,-5191050.342066018,-3510789.3151822146,-3717051.952776066,-3954443.8436866896,-3911327.3614765727,688149.0343060875,11
96,1.000170850753784,0.015177678024844186,0.02249112129211426,0.00044494356167150987,30,2,10,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-3461898.6179252677,-5216402.829471325,-3516768.714490206,-3860327.5866226517,-4054593.0804774207,-4021998.1657973737,636045.6913201209,66
97,1.9962899684906006,0.022842800131069155,0.041134977340698244,0.0004256062030234469,30,2,10,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-3374975.0433295686,-5264566.61832587,-3475269.37451459,-3808225.1736480924,-3998135.8922250355,-3984234.420408631,678331.1063762521,55
98,3.019926929473877,0.03430834444344613,0.06208019256591797,0.0010164554778352383,30,2,10,300,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",-3392763.4186773896,-5183951.484563273,-3497426.456369943,-3798357.3549202816,-3999856.693962319,-3974471.081698641,641943.7200808185,47
99,0.9738620758056641,0.005919990029603025,0.022289848327636717,0.0006144669045706817,30,4,2,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-3359170.9116452476,-5359170.393285054,-3580204.8083800166,-3894539.6461697016,-4136044.8728361037,-4065826.1264632246,698884.6514841674,96
100,1.9419000148773193,0.01382345072509218,0.04134302139282227,0.0005869533132759134,30,4,2,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-3315185.2721619485,-5338547.092140223,-3561270.921321006,-3874346.503245173,-4107947.791981063,-4039459.5161698824,703252.3009244928,72
101,2.9112617492675783,0.019844143042824513,0.06082372665405274,0.0007757906596636404,30,4,2,300,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-3346470.4961397974,-5301341.050369462,-3612117.4113826915,-3863545.370343936,-4094026.5187769504,-4043500.169402567,676615.366784194,78
102,0.9763020992279052,0.007794916562327719,0.0221102237701416,0.00044409037772349567,30,4,5,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-3359170.9116452476,-5359170.393285054,-3580204.8083800166,-3894539.6461697016,-4136044.8728361037,-4065826.1264632246,698884.6514841674,96
103,1.9501123428344727,0.009055634740318974,0.04161195755004883,0.0010027135053630664,30,4,5,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-3315185.2721619485,-5338547.092140223,-3561270.921321006,-3874346.503245173,-4107947.791981063,-4039459.5161698824,703252.3009244928,72
104,2.9126131534576416,0.02011200691602283,0.060416126251220705,0.0003321717806679379,30,4,5,300,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",-3346470.4961397974,-5301341.050369462,-3612117.4113826915,-3863545.370343936,-4094026.5187769504,-4043500.169402567,676615.366784194,78
105,0.9432909488677979,0.00612231169277117,0.020955324172973633,0.00047220996229201275,30,4,10,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-3446366.86833419,-5363416.395339852,-3544158.548863063,-3913357.435532671,-4126190.828503783,-4078698.0153147117,687847.2957332623,106
106,1.8947455406188964,0.0237338957292869,0.04050235748291016,0.000269306440296669,30,4,10,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-3405051.7660062513,-5341962.444019821,-3537143.7649785616,-3882653.9693456762,-4108893.341398035,-4055141.0571496687,689853.2693817418,86
107,2.8202646255493162,0.02011127258628945,0.058503246307373045,0.0006287745271381846,30,4,10,300,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",-3421698.8003744814,-5305696.142351439,-3587162.734666718,-3873242.1265072506,-4096355.1517865476,-4056830.9911372876,666170.0034206863,91
